employeeID ,firstName,lastName,gender,jobID ,companyID ,distanceFromHome ,yearsAtCompany ,yearsSinceLastPromotion ,yearsWithCurrManager 
1409,Edison,HELTON,M,3296,700,9,5,0,4
1410,Ramon,STERN,M,1753,407,8,37,1,8
1411,Rory,FRASER,F,4171,3701,23,3,1,2
1412,Lucian,STOVER,M,5218,930,9,3,0,2
1413,Mekhi,FISH,M,1201,5196,12,1,0,0
1414,Niko,SCHUMACHER,M,2084,1795,4,1,1,0
1415,Milana,BACA,F,1028,5193,1,16,2,10
1416,Ayaan,CURRAN,M,4390,173,24,1,0,0
1417,Erica,VINSON,F,691,5214,12,3,2,2
1418,Esme,VERA,F,1872,1233,3,8,0,7
1419,Leona,CLIFTON,F,3852,3771,10,6,0,3
1420,Vihaan,ERVIN,M,1644,4553,26,2,2,1
1421,Joselyn,ELDRIDGE,F,1269,2805,2,0,0,0
1422,Neil,LOWRY,M,591,60,1,13,12,8
1423,Madalynn,CHILDRESS,F,1345,64,4,9,0,6
1424,Titan,BECERRA,M,4041,4871,9,5,4,4
1425,Alma,GORE,F,3065,1594,2,5,1,2
1426,Chanel,SEYMOUR,F,65,2580,4,1,0,0
1427,Myah,CHU,F,1882,2013,6,5,1,3
1428,Karter,FIELD,F,5256,785,9,11,5,8
1429,Zahra,AKERS,F,720,5148,7,9,2,8
1430,Ernesto,CARRASCO,M,2660,4435,1,1,0,0
1431,Audrina,BINGHAM,F,3910,2927,3,25,4,12
1432,Ariya,STERLING,F,4694,2661,10,10,0,9
1433,Jemma,GREENWOOD,F,3244,505,7,7,0,7
1434,Eileen,LESLIE,F,1174,3559,15,5,4,3
1435,Brentley,GROVES,M,3568,2784,3,20,15,15
1436,Kallie,MANUEL,F,1409,1993,2,7,7,7
1437,Milan,SWAIN,F,1679,5555,17,5,4,3
1438,Emmalynn,EDMONDS,F,5325,4702,2,40,15,6
1439,Lionel,MUNIZ,M,2725,916,5,0,0,0
1440,Zayn,THOMSON,M,2418,1201,29,2,2,1
1441,Lailah,CROUCH,F,3007,645,2,15,5,11
1442,Sloan,WALDEN,F,784,531,2,3,1,2
1443,Clarissa,SMART,F,4374,2477,19,2,2,1
1444,Karlee,TOMLINSON,F,5318,3654,15,2,2,2
1445,Laylah,ALFARO,F,5601,2634,17,9,0,7
1446,Dominik,QUICK,M,2713,4492,17,8,5,7
1447,Amiya,GOLDMAN,F,1330,2015,25,3,0,1
1448,Collins,MCELROY,F,491,4768,6,4,0,3
1449,Ellen,YARBROUGH,F,1137,1002,7,15,5,9
1450,Cassius,FUNK,M,2463,1284,29,2,2,2
1451,Rowen,HONG,M,936,5231,21,11,4,7
1452,Hadassah,PORTILLO,F,2314,967,2,5,0,4
1453,Danica,LUND,F,3650,3628,2,6,0,3
1454,Jaylene,NGO,F,124,647,7,3,2,2
1455,Blaine,ELKINS,M,3285,3940,13,5,0,4
1456,Sage,STROUD,M,1032,2465,2,8,0,7
1457,Averi,MEREDITH,F,3441,2658,1,3,2,2
1458,Reyna,BATTLE,F,1831,5594,9,5,1,2
1459,Kelvin,MCCAULEY,M,1218,1555,10,7,7,7
1460,Saige,ZAPATA,F,4430,3704,10,5,1,4
1461,Wren,BLOOM,F,3499,2729,1,1,0,0
1462,Lexie,GEE,F,1052,1169,26,20,2,13
1463,Dorothy,GIVENS,F,3098,1374,8,10,0,6
1464,Lilianna,CARDONA,F,645,375,14,7,4,5
1465,Jaxen,SCHAFER,M,3993,2235,1,17,0,15
1466,Memphis,ROBISON,M,1949,1493,2,9,3,7
1467,Monroe,GUNTER,F,1669,2157,10,10,0,9
1468,Leonard,GRIGGS,M,445,728,1,1,0,0
1469,Aryanna,TOVAR,F,385,4578,3,1,0,0
1470,Elisabeth,TEAGUE,F,1456,2654,11,12,2,11
1471,Ivory,SWIFT,F,5059,1046,24,4,1,2
1472,Abdullah,BOWDEN,M,896,4875,3,2,2,2
1473,Jacoby,SCHULZ,M,491,2985,3,2,2,2
1474,Liv,BLANTON,F,2424,5490,4,5,0,2
1475,Janessa,BUCKNER,F,1630,1755,3,5,1,4
1476,Jaylynn,WHALEN,F,4580,1004,2,1,0,1
1477,Livia,PRITCHARD,F,3737,1725,4,5,4,4
1478,Rayna,PIERRE,F,4554,1094,7,9,1,8
1479,Allan,KANG,M,3443,4350,1,10,7,4
1480,Jagger,BUTTS,M,913,460,1,8,0,7
1481,Yahir,METCALF,M,1406,3541,20,5,1,4
1482,Alaya,KURTZ,F,1457,2423,5,5,1,1
1483,Malaya,SANDERSON,F,3209,1635,10,0,0,0
1484,Forrest,TOMPKINS,M,616,4333,25,8,7,2
1485,Guillermo,INMAN,M,1970,1513,1,12,6,10
1486,Mack,CROWDER,M,3447,4659,24,5,0,3
1487,Zechariah,DICKEY,M,4872,2769,4,2,2,2
1488,Harley,HUTCHISON,M,2577,520,2,3,0,2
1489,Cara,CONKLIN,F,803,4352,8,1,1,0
1490,Erika,HOSKINS,F,949,1230,10,24,15,7
1491,Terry,HOLBROOK,M,2312,2239,4,2,2,1
1492,Amani,HORNER,F,691,3376,2,4,0,2
1493,Clare,NEELY,F,2013,2776,9,3,1,2
1494,Kylan,TATUM,M,3779,1649,18,4,0,2
1495,Addilynn,HOLLINGSWORTH,F,1034,4718,19,3,0,2
1496,Roselyn,DRAPER,F,4029,3905,1,4,1,3
1497,Fletcher,CLEMENT,M,4815,250,4,8,1,6
1498,Rohan,LORD,M,561,3368,11,20,9,9
1499,Corinne,REECE,F,438,1922,6,24,2,15
1500,Paola,FELDMAN,F,1478,2079,7,10,1,9
1501,Jolene,KAY,F,915,3748,4,7,1,0
1502,Eddie,HAGEN,M,2862,998,2,33,11,9
1503,Anabelle,CREWS,F,3442,1576,15,7,0,3
1504,Bronson,BOWLES,M,3529,280,2,1,0,1
1505,Aliana,POST,F,4262,1958,6,5,2,2
1506,Lea,JEWELL,F,1715,1949,9,20,11,8
1507,Mara,DALEY,F,847,150,7,8,1,7
1508,Jefferson,CORDERO,M,3685,3355,1,6,1,2
1509,Lennox,MCKINLEY,F,818,524,1,5,0,2
1510,Rayden,VELASCO,M,290,271,8,1,0,0
1511,Claudia,MASTERS,F,685,957,25,7,1,7
1512,Kristina,DRISCOLL,F,3418,247,13,2,2,0
1513,Terrance,BURRELL,M,2646,1687,23,7,1,7
1514,Jaylee,VALLE,F,4629,1974,7,5,2,0
1515,Kaylynn,CROW,F,4646,4819,23,7,3,7
1516,Zariyah,DEVINE,F,3901,4432,6,1,0,0
1517,Marc,LARKIN,M,440,4161,10,10,1,9
1518,Morgan,CHAPPELL,M,4185,1341,1,4,2,2
1519,Valentino,POLLOCK,M,3203,4125,1,8,1,7
1520,Gwen,KIMBALL,F,5366,277,28,3,0,2
1521,Kinslee,LY,F,2440,1394,25,4,0,3
1522,Demetrius,SCHMITZ,M,5335,2915,5,14,9,8
1523,Avianna,LU,F,1302,5464,17,11,5,8
1524,Lisa,RUBIN,F,4007,435,18,7,0,7
1525,Raquel,SELF,F,4181,4856,2,10,4,7
1526,Kristian,BARRIOS,M,4238,4486,10,5,0,4
1527,Jolie,PEREIRA,F,5173,2290,1,1,0,0
1528,Carolyn,PHIPPS,F,684,1575,3,6,0,1
1529,Courtney,MCMANUS,F,5570,4814,2,6,1,5
1530,Penny,NANCE,F,1040,4190,2,19,12,8
1531,Royal,STEINER,F,5600,4658,8,6,0,5
1532,Hezekiah,POE,M,525,3765,16,13,3,7
1533,Lee,CROCKETT,M,1640,3931,9,3,1,1
1534,Alannah,JEFFRIES,F,2006,2840,2,10,0,7
1535,Ciara,AMOS,F,3245,571,1,16,5,13
1536,Chaya,NIX,F,188,1331,4,5,1,4
1537,Kassandra,NEWSOME,F,1182,4843,5,1,0,0
1538,Milena,DOOLEY,F,2360,51,2,9,5,8
1539,Alessandro,PAYTON,M,3633,4825,15,11,4,1
1540,Makai,ROSEN,M,1928,4030,19,10,0,8
1541,Rex,SWENSON,M,768,5572,7,4,0,1
1542,Mina,CONNELLY,F,5058,563,1,2,2,2
1543,Noa,TOLBERT,F,5593,1254,7,22,11,15
1544,Callum,SEGURA,M,3580,5329,4,2,2,2
1545,Leanna,ESPOSITO,F,5017,4903,11,7,0,6
1546,Zoie,COKER,F,1828,4766,11,5,0,4
1547,Ariadne,BIGGS,F,3011,653,1,17,1,9
1548,Monserrat,HINKLE,F,5407,2416,1,9,1,7
1549,Nola,THURMAN,F,2869,2035,2,33,15,12
1550,Kamari,DREW,M,5275,894,13,4,1,2
1551,Carlee,IVEY,F,5418,2834,23,3,1,2
1552,Isabela,BULLARD,F,522,8,26,3,1,2
1553,Jazlynn,BAEZ,F,2778,2027,2,3,2,2
1554,Kairi,NEFF,F,1075,4472,29,1,0,0
1555,Laurel,MAHER,F,2137,651,2,9,4,7
1556,Sky,STRATTON,F,760,3138,18,24,1,7
1557,Rosie,EGAN,F,5509,4260,7,2,2,2
1558,Casen,DUBOIS,M,2262,1474,2,2,0,2
1559,Tripp,GALLARDO,M,1108,5398,26,11,5,9
1560,Callan,BLUE,M,1616,3090,22,3,0,2
1561,Stanley,RAINEY,M,4971,1151,21,3,0,2
1562,Toby,YEAGER,M,3982,2858,2,1,0,0
1563,Elian,SAUCEDO,M,3565,1718,22,19,11,8
1564,Arely,FERREIRA,F,3086,3239,4,6,1,5
1565,Aubrielle,SPRAGUE,F,2913,2840,5,3,0,2
1566,Kenia,LACY,F,5170,2045,2,3,0,2
1567,Noemi,HURTADO,F,727,3077,25,4,1,2
1568,Scarlette,HEARD,F,3414,4612,18,9,7,8
1569,Langston,CONNELL,M,1052,2408,28,21,3,9
1570,Melvin,STAHL,M,2407,3732,6,1,0,0
1571,Payton,ALDRIDGE,M,1392,4829,10,5,1,4
1572,Farrah,AMAYA,F,5097,924,17,5,0,3
1573,Leyla,FORREST,F,5376,3916,2,8,7,5
1574,Flynn,ERWIN,M,3713,2970,10,6,0,4
1575,Jamir,GUNN,M,399,1822,8,7,7,7
1576,Kyree,SWAN,M,732,4461,11,0,0,0
1577,Aryan,BUTCHER,M,704,27,18,0,0,0
1578,Amia,ROSADO,F,4941,5028,1,9,7,8
1579,Bryanna,GODWIN,F,3130,4127,7,6,1,5
1580,Axton,HAND,M,5124,4726,17,20,4,10
1581,Azariah,GABRIEL,M,5152,5294,28,15,10,11
1582,Branson,OTTO,M,1671,2505,14,36,4,13
1583,Naya,WHALEY,F,567,1140,1,10,9,9
1584,Wynter,LUDWIG,F,3751,324,1,5,0,4
1585,Reese,CLIFFORD,M,3404,4784,1,5,0,1
1586,Hunter,GROVE,F,3374,1657,3,3,1,0
1587,Katalina,BEAVER,F,1951,1036,1,5,0,2
1588,Adonis,SILVER,M,4428,4775,7,7,6,2
1589,Taliyah,DANG,F,2980,4025,8,8,7,7
1590,Thaddeus,HAMMER,M,5419,2111,1,6,1,4
1591,Amaris,DICK,F,1989,3306,8,10,1,6
1592,Emerie,BOSWELL,F,1936,295,11,5,1,3
1593,Martha,MEAD,F,2717,2337,4,20,11,6
1594,Thalia,COLVIN,F,3111,1595,16,10,0,9
1595,Zeke,OLEARY,M,1899,945,1,10,0,8
1596,Christine,MILLIGAN,F,3594,3530,9,5,3,3
1597,Estrella,GOINS,F,3060,4597,5,17,5,7
1598,Brenna,AMES,F,1828,2499,1,1,0,0
1599,Milania,DODGE,F,3330,2708,2,2,1,2
1600,Salma,KAUR,F,3483,1010,4,3,0,2
1601,Tommy,ESCOBEDO,M,4009,2512,7,5,0,2
1602,Lillianna,ARREDONDO,F,3796,4897,1,3,1,2
1603,Marjorie,GEIGER,F,3511,1978,5,8,7,7
1604,Blaze,WINKLER,M,1068,2691,9,2,2,2
1605,Carmelo,DUNHAM,M,3621,3905,8,8,7,4
1606,Shayla,TEMPLE,F,546,2499,9,4,1,2
1607,Zendaya,BABCOCK,F,1172,4825,2,20,4,8
1608,Skylar,BILLINGS,M,5319,2763,1,0,0,0
1609,Aurelia,GRIMM,F,2014,4864,20,11,6,9
1610,Brenda,LILLY,F,3055,3363,8,1,0,0
1611,Julieta,WESLEY,F,4722,3574,2,4,1,2
1612,Arian,MCGHEE,M,3985,1561,29,22,0,4
1613,Bruno,PAINTER,M,377,3538,7,0,0,0
1614,Adilynn,SIEGEL,F,3746,3083,9,8,0,7
1615,Deborah,BOWER,F,253,2230,8,8,7,7
1616,Keyla,PURCELL,F,2705,5286,5,18,3,7
1617,Patricia,BLOCK,F,816,4724,5,9,0,8
1618,Kaysen,AGUILERA,M,2241,3869,2,13,4,8
1619,Layne,NORWOOD,M,305,2278,5,10,0,1
1620,Ray,SHERIDAN,M,1009,1794,2,5,1,2
1621,Emmeline,CARTWRIGHT,F,4726,290,20,5,0,3
1622,Hadlee,COATES,F,3644,3389,7,2,1,0
1623,Zain,DAVISON,M,3895,4813,3,24,9,11
1624,Giovanna,REGAN,F,2945,2305,16,2,2,2
1625,Kailee,RAMEY,F,3028,2559,9,10,8,8
1626,Desiree,KOENIG,F,87,1175,1,21,11,10
1627,Crew,KRAFT,M,3825,5279,7,8,1,7
1628,Jedidiah,BUNCH,M,5576,3640,1,7,0,7
1629,Rodney,ENGEL,M,1388,2633,7,8,7,7
1630,Casey,TAN,F,2789,5090,15,4,1,2
1631,Karlie,WINN,F,841,3933,1,13,11,9
1632,Khaleesi,STEWARD,F,3484,5575,13,5,0,4
1633,Lara,LINK,F,3005,3354,24,7,1,7
1634,Tori,VICKERS,F,852,1447,7,7,0,7
1635,Clay,BRAGG,M,5191,3841,9,3,2,2
1636,Tomas,PIPER,M,4176,2660,13,10,1,9
1637,Clementine,HUGGINS,F,1704,4403,2,10,8,9
1638,Nancy,MICHEL,F,3041,3556,19,21,13,3
1639,Simone,HEALY,F,5481,4165,1,1,0,0
1640,Alden,JACOB,M,2739,1428,4,7,0,1
1641,Ayleen,MCDONOUGH,F,3507,5311,4,3,1,1
1642,Estelle,WOLFF,F,3227,2680,14,9,0,0
1643,Jadiel,COLBERT,M,2872,1722,2,5,1,4
1644,Celine,ZEPEDA,F,5082,2888,1,4,0,3
1645,Madyson,HOANG,F,2193,5544,7,1,0,0
1646,Zaniyah,DUGAN,F,349,1783,3,10,9,8
1647,Harper,KILGORE,M,2083,5144,2,4,0,2
1648,Adley,MEADE,F,1166,2448,29,7,0,7
1649,Amalia,GUILLEN,F,3641,1063,8,3,2,2
1650,Paityn,DO,F,5017,2370,10,10,1,2
1651,Ares,HINOJOSA,M,4210,4215,11,8,0,7
1652,Kathleen,GOODE,F,2514,2089,1,6,0,4
1653,Sandra,ARRINGTON,F,1817,2741,28,11,2,9
1654,Cory,GARY,M,1419,279,6,11,4,10
1655,Lizbeth,SNELL,F,4378,2646,3,7,1,7
1656,Maleah,WILLARD,F,1943,4682,16,16,0,13
1657,Micah,RENTERIA,F,2744,4748,20,4,0,2
1658,Brecken,CHACON,M,3875,3166,9,5,1,2
1659,Chaim,GALLO,M,964,3993,1,0,0,0
1660,Nickolas,HANKINS,M,3919,1578,3,1,0,0
1661,Aryana,MONTANO,F,2605,3293,22,4,0,2
1662,Hailee,BROWNE,F,1142,1702,7,3,1,0
1663,Kareem,PEACOCK,M,5333,852,2,8,0,7
1664,Xzavier,OHARA,M,5261,4602,13,0,0,0
1665,Aiyana,CORNELL,F,4541,1816,8,7,6,7
1666,Joyce,SHERWOOD,F,3860,5486,25,2,2,2
1667,Ryann,CASTELLANOS,F,1599,1298,28,8,7,7
1668,Kaison,THORPE,M,5549,4667,2,1,0,0
1669,Caylee,STILES,F,3943,4714,9,3,1,2
1670,Kalani,SADLER,F,1420,3070,28,1,0,0
1671,Marisol,LATHAM,F,3210,1091,6,13,1,12
1672,Nathaly,REDMOND,F,2803,1278,21,3,1,2
1673,Alonso,GREENBERG,M,1677,525,8,7,1,7
1674,Amos,COTE,M,5296,5522,1,3,2,2
1675,Vicente,WADDELL,M,1123,2016,28,1,0,0
1676,Briar,DUKES,F,5049,2883,5,5,0,3
1677,Samir,DIAMOND,M,2203,1826,2,1,0,0
1678,Yosef,BUI,M,1853,312,16,8,7,7
1679,Holland,MADRID,F,5041,1105,9,4,1,3
1680,Lindsay,ALONSO,F,2897,449,8,6,1,0
1681,Remy,SHEETS,F,733,606,1,2,2,2
1682,Jamal,IRVIN,M,1708,1635,10,1,0,0
1683,Jon,HURT,M,878,343,1,3,1,2
1684,Adrienne,FERRIS,F,806,1022,29,1,0,0
1685,Azariah,SEWELL,F,3192,319,2,5,0,4
1686,Harlee,CARLTON,F,822,3236,2,7,0,7
1687,Dana,ARAGON,F,5553,1010,2,5,0,0
1688,Frida,BLACKMON,F,282,4922,1,7,0,7
1689,Marianna,HADLEY,F,3279,4707,15,2,2,2
1690,Yamileth,HOYT,F,3447,2346,7,5,0,4
1691,Bobby,MCGRAW,M,1178,4624,26,5,1,2
1692,Chana,PAGAN,F,2220,4407,1,5,0,3
1693,Kaya,LAND,F,172,312,3,1,0,0
1694,Lina,TIDWELL,F,1978,4298,14,6,0,4
1695,Aron,LOVELL,M,2689,2288,16,2,1,2
1696,Ben,MINER,M,2383,5145,1,10,9,0
1697,Ford,DOSS,M,272,3199,3,1,0,0
1698,Celia,DAHL,F,2302,2412,10,18,12,17
1699,Brodie,DELATORRE,M,3421,3621,6,5,1,3
1700,Cain,STANFORD,M,3443,5390,2,5,1,2
1701,Analia,KAUFFMAN,F,707,4666,9,1,0,1
1702,Hana,VELA,F,118,3087,10,25,3,9
1703,Finnley,GAGNON,M,10,4384,6,1,0,0
1704,Jayde,WINSTON,F,770,2107,9,4,1,2
1705,Joslyn,GOMES,F,4800,4600,28,3,1,2
1706,Romina,THACKER,F,545,1570,10,13,3,12
1707,Briggs,CORONADO,M,3523,1963,14,3,1,2
1708,Davion,ASH,M,3696,1907,27,5,0,2
1709,Kingsley,JARRETT,M,1746,1558,7,5,1,3
1710,Anabella,HAGER,F,408,4654,1,13,10,7
1711,Barbara,SAMUELS,F,3818,4915,24,4,3,2
1712,Brett,METZGER,M,2498,647,26,21,1,6
1713,Bryleigh,RAINES,F,3658,115,20,7,7,7
1714,Emilie,SPIVEY,F,4706,1607,5,5,4,4
1715,Nathalia,MAURER,F,4851,2382,7,10,0,7
1716,Wayne,HAN,M,1450,3747,7,10,1,8
1717,Zackary,VOSS,M,4642,1310,5,2,0,2
1718,Ally,HENLEY,F,2828,975,26,5,0,4
1719,Evalyn,CABALLERO,F,1764,5240,2,2,0,2
1720,Apollo,CARUSO,M,1597,2503,12,5,1,4
1721,Emery,COULTER,M,1532,4715,10,5,0,2
1722,Joziah,NORTH,M,3648,2984,25,5,0,2
1723,Lucca,FINN,M,1660,4558,10,29,11,10
1724,Bonnie,CAHILL,F,3472,405,19,10,0,8
1725,Zaria,LANIER,F,374,1224,18,6,0,4
1726,Carla,SOUZA,F,2988,2431,27,5,1,4
1727,Estella,MCWILLIAMS,F,954,2145,5,2,1,0
1728,Kailani,DEAL,F,2584,1736,3,1,0,0
1729,Rivka,SCHAFFER,F,1768,4304,26,20,1,12
1730,Rylan,URBAN,F,2466,1217,3,3,0,2
1731,Bentlee,HOUSER,M,3297,1999,15,5,1,4
1732,Hassan,CUMMINS,M,1296,537,8,10,0,7
1733,Westin,ROMO,M,2644,502,19,2,1,1
1734,Paulina,CROCKER,F,135,2307,4,1,0,0
1735,Joey,BASSETT,M,2846,3877,2,9,7,8
1736,Vance,KRUSE,M,1540,3438,2,1,0,0
1737,Kayden,BOLDEN,F,4890,4733,10,27,15,7
1738,Marcelo,YBARRA,M,5464,1464,10,11,6,7
1739,Giana,METZ,F,2458,4708,16,18,13,11
1740,Yareli,ROOT,F,3819,1819,1,5,0,4
1741,Axl,MCMULLEN,M,171,3551,4,3,0,1
1742,Jermaine,CRUMP,M,4572,113,15,5,4,3
1743,Chad,HAGAN,M,1380,3573,2,1,0,0
1744,Kaiya,GUIDRY,F,129,3830,8,7,5,7
1745,Sariah,BRANTLEY,F,755,3776,2,3,1,2
1746,Gerald,KEARNEY,M,90,3793,7,13,0,8
1747,Kole,BEAL,M,5488,4497,10,7,7,7
1748,Avalynn,TOTH,F,2814,4036,5,4,1,3
1749,Jasmin,JORGENSEN,F,4095,1863,2,3,1,2
1750,Dash,TIMMONS,M,4401,3226,12,8,0,0
1751,Dayton,MILTON,M,2324,1638,22,1,0,0
1752,Aya,TRIPP,F,208,338,17,3,0,2
1753,Jewel,HURD,F,4643,462,2,2,2,0
1754,Kristen,SAPP,F,698,2832,3,10,9,7
1755,Paula,WHITMAN,F,2738,3317,7,2,1,2
1756,Astrid,MESSER,F,2154,5594,6,9,6,7
1757,Jordynn,BURGOS,F,2867,4652,1,10,7,7
1758,Kenya,MAJOR,F,4532,744,3,14,1,10
1759,Lachlan,WESTBROOK,M,1509,1695,22,11,6,9
1760,Shaun,CASTLE,M,1077,642,15,20,5,13
1761,Ann,SERNA,F,3706,369,12,8,0,7
1762,Annalee,CARLISLE,F,4711,2008,1,6,0,5
1763,Kai,VARELA,F,5403,1818,5,10,5,8
1764,Kody,CULLEN,M,1568,3662,2,8,3,7
1765,Ronnie,WILHELM,M,3345,4614,2,7,1,0
1766,Kiley,BERGERON,F,5247,260,5,3,1,2
1767,Marleigh,BURGER,F,1348,1504,16,6,0,5
1768,Kolten,POSEY,M,342,1062,2,5,0,1
1769,Marcel,BARNHART,M,1593,4997,2,0,0,0
1770,Stetson,HACKETT,M,1463,4665,1,1,0,1
1771,Julianne,MADRIGAL,F,1577,3959,23,8,0,7
1772,Zion,EUBANKS,F,1179,2691,9,0,0,0
1773,Emmaline,SIZEMORE,F,1353,2315,16,5,0,3
1774,Nataly,HILLIARD,F,2361,750,26,10,5,7
1775,Willie,HARGROVE,M,491,1705,1,1,0,0
1776,Aminah,BOUCHER,F,790,1497,8,6,1,2
1777,Amya,THOMASON,F,2427,2767,4,2,1,2
1778,Iliana,MELVIN,F,1379,1927,24,18,11,8
1779,Jaida,ROPER,F,59,5053,7,9,7,7
1780,Paloma,BARNARD,F,4652,3797,2,10,6,9
1781,Jeffery,FONSECA,M,1469,817,7,4,1,2
1782,Asia,PEDERSEN,F,2594,710,22,2,2,1
1783,Louisa,QUIROZ,F,5144,451,5,1,0,0
1784,Sarahi,WASHBURN,F,4615,2016,1,6,4,3
1785,Tara,HOLLIDAY,F,1256,3067,21,31,0,9
1786,Brantlee,YEE,M,4023,983,1,6,1,4
1787,Andi,RUDOLPH,F,620,5021,19,5,1,4
1788,Arden,BERMUDEZ,F,177,5030,7,1,0,0
1789,Dalary,COYLE,F,5094,1450,2,32,10,7
1790,Elisha,GIL,M,4276,1742,2,7,0,6
1791,Maxim,GOODRICH,M,5327,5194,2,6,1,2
1792,Aimee,PINA,F,189,620,9,1,0,0
1793,Alisson,ELIAS,F,4591,4625,6,6,1,3
1794,Halle,LOCKWOOD,F,4595,4200,9,3,1,2
1795,Kendall,CABRAL,M,308,212,2,3,0,2
1796,Aitana,CARRANZA,F,994,4647,1,7,5,7
1797,Harry,DUVALL,M,5160,4944,22,5,0,3
1798,Leandro,CORNELIUS,M,1551,2878,9,3,1,0
1799,Landry,MCCOLLUM,F,1080,4468,17,1,0,0
1800,Alisha,STREET,F,4117,1822,28,10,2,2
1801,Elin,MCNEAL,F,5012,4157,10,1,0,0
1802,Maliah,CONNORS,F,5124,2392,2,0,0,0
1803,Aaden,ANGEL,M,816,3986,4,8,4,7
1804,Channing,PAULSON,M,3965,932,8,3,0,2
1805,Kohen,HINSON,M,4775,1126,29,2,0,2
1806,Yousef,KEENAN,M,4307,4784,13,8,0,6
1807,Belen,SHELDON,F,2244,1052,27,4,0,2
1808,Briley,FARR,F,3779,2219,16,3,1,2
1809,Darian,EDDY,M,3626,1132,2,2,0,1
1810,Raina,SAMUEL,F,3641,2109,2,2,2,2
1811,Vienna,LEDBETTER,F,179,1709,13,5,1,2
1812,Enoch,RING,M,1241,323,1,6,0,5
1813,Mayson,BETTS,M,5544,4709,4,1,0,0
1814,Neymar,FONTENOT,M,65,5090,24,14,8,10
1815,Esperanza,GIFFORD,F,5442,1671,1,10,8,8
1816,Giovani,HANNAH,M,637,4839,19,1,0,0
1817,Judith,HANLEY,F,1542,761,7,3,0,2
1818,Alfonso,PERSON,M,3344,1519,4,10,7,8
1819,Duncan,FOUNTAIN,M,4000,5411,2,6,1,2
1820,Faye,LEVIN,F,1781,2143,10,17,11,8
1821,Anders,STUBBS,M,2491,5322,8,13,4,7
1822,Braeden,HIGHTOWER,M,4451,1190,5,9,7,1
1823,Dwayne,MURDOCK,M,3784,72,8,3,0,2
1824,Keagan,KOEHLER,M,2326,3142,9,4,1,1
1825,Susan,MA,F,826,1913,1,1,1,1
1826,Felipe,ENGLE,M,1010,4909,15,10,9,7
1827,Aliya,SMILEY,F,2982,4313,2,1,0,0
1828,Aranza,CARMICHAEL,F,4069,2549,2,3,0,2
1829,Yasmin,SHEFFIELD,F,1506,4368,11,3,1,2
1830,Fisher,LANGSTON,M,169,1408,16,7,0,5
1831,Stefan,MCCRACKEN,M,2073,2967,2,10,2,8
1832,Jaylin,YOST,F,3788,504,16,2,2,2
1833,Kyndall,TROTTER,F,655,2954,4,6,0,4
1834,Saniyah,STORY,F,5113,4429,16,1,0,0
1835,Wendy,STARKS,F,5288,1739,5,20,3,8
1836,Yaritza,LUJAN,F,3123,31,18,8,7,7
1837,Azaria,BLOUNT,F,3628,4052,17,2,2,0
1838,Kaelynn,CODY,F,3703,1922,12,20,11,10
1839,Neriah,RUSHING,F,392,3802,2,10,0,8
1840,Zainab,BENOIT,F,4781,3273,4,4,1,3
1841,Trace,HERNDON,M,3877,3779,9,9,1,8
1842,Alissa,JACOBSEN,F,755,5047,10,9,0,7
1843,Cherish,NIETO,F,342,4757,1,7,7,7
1844,Dixie,WISEMAN,F,4004,2999,2,7,1,7
1845,Veda,LAYTON,F,2934,499,3,18,1,12
1846,Aydin,EPPS,M,759,518,7,5,1,3
1847,Nala,SHIPLEY,F,244,1534,6,21,12,6
1848,Tabitha,LEYVA,F,171,5481,8,2,2,2
1849,Anson,REEDER,M,34,547,29,9,1,7
1850,Cordelia,BRAND,F,4533,1716,3,22,2,10
1851,Ellison,ROLAND,F,1543,2730,9,2,2,2
1852,Meilani,FITCH,F,4221,2121,2,7,3,7
1853,Clyde,RICO,M,1314,641,10,8,0,5
1854,Angeline,NAPIER,F,3685,1761,1,1,0,0
1855,Reina,CRONIN,F,4570,255,8,5,1,4
1856,Tegan,MCQUEEN,F,4342,1563,27,22,11,13
1857,Blaise,PAREDES,M,4628,4729,8,8,7,7
1858,Canaan,TRENT,M,120,4349,1,1,0,0
1859,Maxton,CHRISTIANSEN,M,2385,386,10,2,2,2
1860,Hadleigh,PETTIT,F,4267,562,26,2,2,2
1861,Harmoni,SPANGLER,F,5491,5352,2,5,4,3
1862,Kimora,LANGFORD,F,2754,3246,13,4,0,2
1863,Ingrid,BENAVIDES,F,1229,5460,2,8,3,6
1864,Lilia,PENN,F,4061,3050,2,10,1,1
1865,Luz,PAIGE,F,5598,1566,9,4,2,3
1866,Alexzander,WEIR,M,1546,5577,10,7,0,7
1867,Billy,DIETZ,M,1887,4038,20,2,2,2
1868,Harold,PRATER,M,238,263,9,2,2,2
1869,Aislinn,BREWSTER,F,1148,3771,5,1,0,0
1870,America,LOUIS,F,8,4545,4,10,4,7
1871,Ellis,DIEHL,F,5142,501,10,1,0,1
1872,Elora,PACK,F,4975,2965,20,0,0,0
1873,Heather,SPAULDING,F,642,250,21,34,1,16
1874,Natalee,AVILES,F,4079,932,1,10,7,8
1875,Baylor,ERNST,M,4004,1341,8,6,1,4
1876,Miya,NOWAK,F,3765,905,2,8,3,1
1877,Heavenly,OLVERA,F,1449,2676,23,2,0,2
1878,Jenny,ROCK,F,1384,3242,4,5,1,3
